Sorterings ID,Data type,Navn DE/ENG,Navn DK,"Global Opvarmning, modul A1-A3","Global Opvarmning, modul C3","Global Opvarmning, modul C4","Global Opvarmning, modul D",Deklareret faktor (FU),Deklareret enhed (FU),Masse faktor,Url (link),Kommentar
#B1318,Branche data,,"Krydslamineret træ, CLT (Forbrænding EoL)",-664,744,0,-387,1,M3,470,https://www.epddanmark.dk/media/tmwhxyym/md-20007-en_rev1_tr%c3%a6dk.pdf,
#B1325,Branche data,,"Konstruktionstræ af nåletræ, Høvlet (Forbrænding EoL)",-652,709,0,-425,1,M3,536,https://www.epddanmark.dk/media/4p1frhby/md-20003-en-tr%c3%a6-dk-c-o-tr%c3%a6-og-m%c3%b8belindustrien.pdf,
#B1332,Branche data,,"Konstruktionstræ af nåletræ, utørret og opsavet (Forbrænding EoL)",-664,709,0,-425,1,M3,644,https://www.epddanmark.dk/media/oxujrihc/md-20001-en-tr%c3%a6-dk-c-o-tr%c3%a6-og-m%c3%b8belindustrien.pdf,
#B1339,Branche data,,"Limtræs-produkter af fyr og gran, (Forbrænding EoL)",-610,743,0,-395,1,M3,500,https://www.epddanmark.dk/media/hzjhj3s2/md-20005-en_rev1_tr%c3%a6dk.pdf,
#B1346,Branche data,,"Huldæk element, 22 cm, 6-10 forspændingsliner",49.8,1.04,0.76,-0.705,1,M2,344.6,https://www.epddanmark.dk/media/ksolk4dz/md-20017-da_rev2-betonelement-foreningen.pdf,
#B1350,Branche data,,"Huldæk element, 32 cm, 6-10 forspændingsliner",66.4,1.4,1.03,-0.953,1,M2,459.6,https://www.epddanmark.dk/media/ksolk4dz/md-20017-da_rev2-betonelement-foreningen.pdf,
#B1354,Branche data,,"Huldæk element, 32 cm, 11-17 forspændingsliner",67.9,1.37,1,-0.925,1,M2,451.4,https://www.epddanmark.dk/media/ksolk4dz/md-20017-da_rev2-betonelement-foreningen.pdf,
#B1358,Branche data,,"Letklinkerblok, Massiv",194,1.6,1.19,-1.1,1,M3,600,https://www.epddanmark.dk/media/n5xnbcl5/md-20023-da_rev1-dansk-beton-blokforeningen.pdf,
#B1362,Branche data,,Letklinkerblok med hvid EPS isolering,130,0.961,6.19,-4.39,1,M3,375,https://www.epddanmark.dk/media/n5xnbcl5/md-20023-da_rev1-dansk-beton-blokforeningen.pdf,
#B1366,Branche data,,Letklinkerblok med grå EPS isolering,121,0.836,0.618,-0.572,1,M3,327,https://www.epddanmark.dk/media/n5xnbcl5/md-20023-da_rev1-dansk-beton-blokforeningen.pdf,
#B1370,Branche data,,"Konstruktionstræ af fyr og gran, Høvlet (Forbrænding EoL)",-670,728,0,-371,1,M3,456,https://www.epddanmark.dk/media/l4zjf2xp/md-20004-en_rev1_tr%c3%a6dk.pdf,
#B1377,Branche data,,Sandwichelement med mineraluld (Facade),90.6,1.51,1.25,-1.21,1,M2,501.8,https://www.epddanmark.dk/media/0bpbhpbl/md-20019-da_rev2.pdf,
#B1381,Branche data,,Sandwichelement med EPS (Facade),87.3,1.49,10.8,-7.83,1,M2,495.2,https://www.epddanmark.dk/media/0bpbhpbl/md-20019-da_rev2.pdf,
#B1385,Branche data,,"Beton vægelementer, 15 cm tyk væg med 5-15 kg armering  (11% udsparinger)",53.1,0.965,0.7,-0.787,1,M2,320.9,https://www.epddanmark.dk/media/oq0dzm1j/md-20015-da_rev1-betonelement-foreningen.pdf,
#B1389,Branche data,,"Beton vægelementer, 20 cm tyk væg med 5-15 kg armering (11% udsparinger)",66.9,1.28,0.93,-1.01,1,M2,426.4,https://www.epddanmark.dk/media/oq0dzm1j/md-20015-da_rev1-betonelement-foreningen.pdf,
#B1393,Branche data,,"Beton vægelementer, 20 cm tyk væg med 16-25 kg armering (11% udsparinger)",73.2,1.29,0.932,-1.08,1,M2,433.9,https://www.epddanmark.dk/media/oq0dzm1j/md-20015-da_rev1-betonelement-foreningen.pdf,
#B1397,Branche data,,"Letbeton vægelement, 100 mm tyk væg, 10% udsparinger",26.8,0.486,0.356,-0.363,1,M2,161.5,https://www.epddanmark.dk/media/niyexcvm/md-20016-da_rev1-betonelement-foreningen.pdf,
#B1401,Branche data,,"Letbeton vægelement, 150 mm tyk væg, 10% udsparinger",38.6,0.744,0.538,-0.621,1,M2,242.4,https://www.epddanmark.dk/media/niyexcvm/md-20016-da_rev1-betonelement-foreningen.pdf,
#B1405,Branche data,,"Letbeton vægelement, 220 mm tyk væg, 10% udsparinger",63,1.15,0.836,-0.931,1,M2,394.8,https://www.epddanmark.dk/media/niyexcvm/md-20016-da_rev1-betonelement-foreningen.pdf,
#B1409,Branche data,,"TT-element/Ribbedæk, TT60 med 12-18 STK. L12,5 liner, og 1,3-3,3 kg slap armering",56.3,1,0.734,-0.695,1,M2,332.7,https://www.epddanmark.dk/media/jylpjfbu/md-20018-da_rev2.pdf,
#B1413,Branche data,,"TT-element/Ribbedæk, TTS90 med 16-22 STK. L12,5 liner, og 1-2,5 kg slap armering",55.3,0.908,0.658,-0.613,1,M2,302,https://www.epddanmark.dk/media/jylpjfbu/md-20018-da_rev2.pdf,
#B1417,Branche data,,"TT-element/Ribbedæk, TT60 med 20-28 STK. L12,5 liner, og 2-4 kg slap armering",57.7,1.01,0.734,-0.711,1,M2,335.1,https://www.epddanmark.dk/media/jylpjfbu/md-20018-da_rev2.pdf,
#B1425,Branche data,,Fabriksbeton (C20/25 SCC) i eksponeringsklasserne X0 og XC1,215,6.94,5.13,-4.74,1,M3,2212,https://www.epddanmark.dk/media/qoelm3vd/md-20011-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1433,Branche data,,Fabriksbeton (C25/30) i eksponeringsklasserne X0 og XC1,241,6.73,4.97,-4.6,1,M3,2246,https://www.epddanmark.dk/media/qoelm3vd/md-20011-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1437,Branche data,,Fabriksbeton C35/45 – CEM I SR-5,403,6.85,5.06,-4.68,1,M3,2304,https://www.epddanmark.dk/media/nvwgry4v/md-20013-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1441,Branche data,,Fabriksbeton C35/45 – CEM I,362,7.07,5.23,-4.84,1,M3,2267,https://www.epddanmark.dk/media/nvwgry4v/md-20013-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1445,Branche data,,Fabriksbeton C35/45 (fugebeton),377,6.63,4.9,-4.54,1,M3,2256,https://www.epddanmark.dk/media/nvwgry4v/md-20013-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1453,Branche data,,Fabriksbeton C40/50 – CEM I SR-5,465,6.95,5.14,-4.76,1,M3,2284,https://www.epddanmark.dk/media/oz1jfz20/md-20014-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1461,Branche data,,Fabriksbeton C40/50 – CEM I,429,6.77,5,-4.63,1,M3,2267,https://www.epddanmark.dk/media/oz1jfz20/md-20014-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1469,Branche data,,Fabriksbeton C45/55,426,6.75,4.99,-4.62,1,M3,2229,https://www.epddanmark.dk/media/oz1jfz20/md-20014-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1477,Branche data,,Fabriksbeton C30/37,282,6.72,4.97,-4.6,1,M3,2255,https://www.epddanmark.dk/media/c3alzank/md-20012-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1485,Branche data,,Fabriksbeton C35/45 SCC,300,6.54,4.83,-4.47,1,M3,2254,https://www.epddanmark.dk/media/c3alzank/md-20012-da_rev1-dansk-beton-fabriksbetonforeningen.pdf,
#B1489,Branche data,,"Konstruktionstræ af fyr og gran, Savede og tørrede (Forbrænding EoL)",-680,728,0,-371,1,M3,456,https://www.epddanmark.dk/media/vf0jy3ur/md-20002-en-tr%C3%A6-dk-c-o-tr%C3%A6-og-m%C3%B8belindustrien.pdf,
#B1496,Branche data,,"Krydsfiner, ubehandlet (Forbrænding EoL)",-599,743,0,-391,1,M3,480,https://www.epddanmark.dk/media/luijc3vg/md-20008-en_rev2_tr%c3%a6dk.pdf,
#G0000,Generisk data,Fire resistant glass-AGC-Pyrobel,Brandsikkert glas Pyrobel,71.6,-,0.645,-,1,M2,50.05,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/70d35332-9f2d-4f3b-8688-431388263d2d?version=00.00.011,
#G0002,Generisk data,Blanke Kupfer-Hausinstallationsrohre,"VVS-rør, blanke kobberrør",1.97,-,0.000949,-0.733,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6943ea24-03bc-4a84-9bf9-c320b052be82?version=00.03.000,
#G0005,Generisk data,Dachsteine,"Tagsten, beton",255.909,-,16.07,-2.681,1000,KG,1,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=19249f5e-d218-43dd-834d-aa60f389adae&version=00.03.000&stock=OBD_2021_II&lang=de,
#G0008,Generisk data,"Getuftete Teppichfliesen LC5, Polmaterial PA 6, Schwerbeschichtung auf Bitumenbasis",Tæppeflise,20,0.0341,4.56,-0.0958,1,M2,1.2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ea1e97c0-5232-43cf-b56a-adde6e3e5916?version=00.03.000,
#G0012,Generisk data,Holzfaserdämmstoff,Træfiberisolering,-156.3,238.2,-,-124,1,M3,157.49,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=51a420d8-6366-4e14-83db-ecfe0721774d&version=00.00.050&stock=OBD_2021_II&lang=de,
#G0015,Generisk data,"Zink, patiniert","Zink, patineret",2.09,-,0.00068207,-1.81062,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0ea8dd25-57aa-4b87-87e3-4496368f765b?version=00.04.000,
#G0016,Generisk data,"PCI Nanofug, PCI Nanofug Premium",Fugemørtel,0.465,0.002663,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6f38efae-dc15-4667-96a4-1b87be6a80a5?version=00.04.000,
#G0017,Generisk data,PCI Seccoral 1K,"Vandtætningsmembran, flydende",1.11,0.002663,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/285ae869-97d4-4032-8269-767c9371e71f?version=00.03.000,
#G0018,Generisk data,PE - Schaum ummantelte Kupfer-Hausinstallationsrohre,"VVS-rør, PE-skumbelagt kobberrør",2.29,-,0.377,-0.868,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a2bad85c-ee4b-4007-bdb6-935826c4dc1f?version=00.03.000,
#G0021,Generisk data,PE - ummantelte Kupfer-Hausinstallationsrohre,"VVS-rør, PE-belagt kobberrør",2.07,-,0.964,-1.1,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/52378794-74b6-40ae-a8a8-a259c55f0a9d?version=00.05.000,
#G0024,Generisk data,PU - Schaum ummantelte Kupfer-Hausinstallationsrohre,"VVS-rør, PU-skumbelagt kobberrør",2.85,-,0.611,-0.952,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4fe143d7-f46a-468f-950c-b90b804b6fe1?version=00.03.000,
#G0027,Generisk data,PU-Dämmplatten aus Blockschaumstoff,PU skumplade (12cm),14.8,0.102,8.74,-4,1,M2,3.96,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/880e05ea-55c6-4346-a3ea-5af0e5f299e2?version=00.03.000,
#G0031,Generisk data,PVC -ummantelte Kupfer-Hausinstallationsrohre,"VVS-rør, PVC-belagt kobberrør",1.83,-,0.987,-1.12,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6a6756b7-a985-4358-8222-01254ddb6aa9?version=00.03.000,
#G0034,Generisk data,WPC Fassadenelemente,WPC facadepanel,-0.558,8.78167,-,-2.74917,1,M2,7.79,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/dd603f7a-93de-4a24-a26f-76a366966d4a?version=00.03.000,
#G0037,Generisk data,WPC Terrassendielen,WPC terrassebelægning,0.253,21.0833,-,-4.87195,1,M2,18.36,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0452f1bc-9766-4785-bf4e-44bc76dedf75?version=00.03.000,
#G0040,Generisk data,EPS-Hartschaum (grau) mit Wärmestrahlungsabsorber,EPS isolering (grå) med termisk strålings absorber,49.7,-,55.6,-28.7,1,M3,16.6,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8dfa6b75-0dcb-4748-a2d9-2d572d87ba61?version=00.08.000,
#G0043,Generisk data,EPS-Hartschaum für Wände und Dächer W/D-035,EPS isolering til vægge og tage 035,59.5,-,75.2,-39.6,1,M3,22.7,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c5edec42-1921-46c6-a3aa-5cbd27685a74?version=00.07.000,
#G0046,Generisk data,EPS-Hartschaum für Decken/Böden und als Perimeterdämmung B/P-035,EPS isolering til lofter / gulve og kælderydervæg / terrændæk 035,75.4,-,85.9,-45.2,1,M3,25.9,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ee10b277-07b5-4c0a-8a48-e0412a9630ff?version=00.07.000,
#G0049,Generisk data,EPS-Hartschaum für Wände und Dächer W/D-040,EPS isolering til vægge og tage 040,52.5,-,59.5,-31.3,1,M3,18,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/64564161-a587-47de-b195-b6b13b3bfb07?version=00.07.000,
#G0052,Generisk data,EPS-Hartschaum für Decken/Böden und als Perimeterdämmung B/P-040,EPS isolering til lofter / gulve og kælderydervæg / terrændæk 040,53.8,-,61,-32.1,1,M3,18.5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d63926ea-8473-4ea7-b965-a7bae6e5e022?version=00.07.000,
#G0055,Generisk data,PU-Dämmplatten mit Aluminium-Mehrlagen-Deckschicht,"PU skumisolering, belagt med aluminium på begge sider (12 cm)",12.9,0.106,8.56,-4.98,1,M2,3.72,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ee4fb7c2-6119-4f00-8cb6-fc74cb66fe9a?version=00.08.000,
#G0085,Generisk data,FOAMGLAS® T4+,Celleglas-isolering 115 kg/m³,1.32,-,0.0136414,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/55943b94-ad62-4372-9dfc-bc50e19e52c0?version=00.05.000,
#G0086,Generisk data,Baustähle: Offene Walzprofile und Grobbleche,"Stål, valsede profiler og plader",1125,1.844,-,-413.4,1000,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5cb2c568-76fe-4803-8b46-0084e79800c8?version=00.06.000,
#G0092,Generisk data,Fassadenfarbe Voranstrich Dispersion,"Overflade, Facademaling, grunder, dispersion",2.10646,-,0.0150055,-0.00942649,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/948f8f68-f1f2-42f6-8350-6e27d6e80c7c?version=20.19.120,
#G0095,Generisk data,Rohre für Strom-Wärmepumpe (Wasser-Wasser) 70 kW,Rør til el-varmepumpe (vand-vand) 70 kW,417.966,0.0147327,-,-28.0661,1,STK,123,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fbfe5992-4cd4-4875-867d-5e89cb453e2c?version=20.19.120,
#G0098,Generisk data,Gipsstein (CaSO4-Dihydrat),Gipssten,0.00230588,-,0.0150055,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fbd76e49-0fb1-47e0-abba-903ce1272684?version=20.19.120,
#G0100,Generisk data,Lüfter zentral 30000 m³/h,"Boksventilator 30.000 m³/h,",846.712,11.8708,0.0982552,-506.236,1,STK,167.8000002,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fbb81ecc-f707-4afb-bcce-758b6be6d337?version=20.19.120,
#G0104,Generisk data,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 70 kW","Varmepumpe, jordvarmesonde, 70 Kw",6262.06,11.4807,0.0300174,-267.67,1,STK,4854.66,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fbb56e56-29d6-408e-8941-fc37ed48fb11?version=20.19.120,
#G0108,Generisk data,Glasvlies,Glasfiberdug,0.293104,0,0.00196436,-,1,M2,0.12,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fa976ebb-09ce-4e5b-9976-621d9ac1f12e?version=20.19.120,
#G0111,Generisk data,Pfosten/Riegel System aus Stahl mit Dreifachverglasung Fassade,"Curtain wall facade med 3-lags ruder, stål",97.0738,6.20355,0.420155,-15.4654,1,M2,21.4,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f939c2b2-7f3d-40f8-9903-d0fc30a62d91?version=20.19.120,
#G0115,Generisk data,Lava Körnung,Lavagrus,0.00379143,0.002663,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f8d6bd85-55e0-42d3-982b-b814387b7f58?version=20.19.120,
#G0116,Generisk data,Vormauerziegel,"Teglsten, formur",528.541,13.207,-,-3.69717,1,M3,1800,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f74a19da-df9a-4462-a632-3b3dc83377b1?version=20.19.120,
#G0119,Generisk data,Abwasserrohr GFK,"Rør, Afløbsrør, PVC",1.91881,0.607628,-,-0.259614,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f5c6cbd6-258c-4542-876a-1d44adfc0992?version=20.19.120,
#G0122,Generisk data,End of Life von verzinktem Stahl,"Stål, varmvalset plade, Genanvendelse",-,-,0.00068207,-1.81062,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f34a799a-52de-4f69-a623-335f5be207d9?version=20.19.120,
#G0127,Generisk data,Folie aus Polytetrafluorethylen (PTFE),"Teflon-membran, polytetrafluoroethylen (PTFE)",14.4411,0.364086,-,-0.167871,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f281ecaf-5754-4d27-8d70-cfd18780b192?version=20.19.120,
#G0130,Generisk data,Lüfter dezentral mit WRG (Wand & Decke) 60 m³/h,Decentralt ventilationsanlæg med varmegenvinding (væg & loft) 60 m3 / h,25.3286,4.48641,0.0504797,-11.696,1,STK,3.69,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/efabdf2d-993e-418c-ba86-85a3a91562a2?version=20.19.120,
#G0134,Generisk data,Strom Wärmepumpe (Luft-Wasser) 7kW,Varmepumpe (luft-vand) 7kW,321.294,21.0599,2.99723,-169.065,1,STK,93.8,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/efa279e8-0ac1-4883-b87c-0cb11e17d265?version=20.19.120,
#G0138,Generisk data,Gips (CaSO4-Beta-Halbhydrat),"Gips, beta-halvhydrat",0.103165,-,0.0150055,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ee840270-3055-428a-b38d-e7727426cc35?version=20.19.120,
#G0140,Generisk data,Fußbodenheizung PEX (100 mm Abstand),"Gulvvarmesystem inkl. isolering, PEX (100 mm afstand)",7.74763,6.68108,-,-2.78435,1,M2,1.9,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ed997c1e-274c-4d38-a5bf-2016693c91a3?version=20.19.120,
#G0143,Generisk data,Eloxiertes Aluminiumblech,"Overflade, Anodisering af aluminiumplade",6.11931,0,-,-,1,M2,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ecf20fae-fe11-41ad-b248-8b4118fd7cc7?version=20.19.120,
#G0144,Generisk data,"Pulverlackierung (Industrie, Außenbereich, weiß)","Overflade, Pulverlakering (Industri, udendørs, hvid)",4.73516,1.04568,-,-0.321226,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eaec8e5d-f70a-4993-b3a6-814607f5e7b3?version=20.19.120,
